,available_supply,id,market_cap_usd,name,rank,symbol,last_price_btc,max_price_btc,mean_price_btc,median_price_btc,std_price_btc,min_price_btc,first_price_btc,last_price_usd,max_price_usd,mean_price_usd,median_price_usd,std_price_usd,min_price_usd,first_price_usd,last_percent_change_1h,max_percent_change_1h,mean_percent_change_1h,median_percent_change_1h,std_percent_change_1h,min_percent_change_1h,first_percent_change_1h,last_percent_change_7d,max_percent_change_7d,mean_percent_change_7d,median_percent_change_7d,std_percent_change_7d,min_percent_change_7d,first_percent_change_7d,last_volume_24h_usd,max_volume_24h_usd,mean_volume_24h_usd,median_volume_24h_usd,std_volume_24h_usd,min_volume_24h_usd,first_volume_24h_usd,last_percent_change_24h,max_percent_change_24h,mean_percent_change_24h,median_percent_change_24h,std_percent_change_24h,min_percent_change_24h,first_percent_change_24h,last_max_supply,max_max_supply,mean_max_supply,median_max_supply,std_max_supply,min_max_supply,first_max_supply,last_total_supply,max_total_supply,mean_total_supply,median_total_supply,std_total_supply,min_total_supply,first_total_supply,date,active_assets,active_currencies,active_markets,total_24h_volume_usd,total_market_cap_usd,percent_currency_market_cap_usd
343,2036645.0,veritaseum,528654094.0,Veritaseum,41,VERI,0.0252938,0.0252938,0.0252938,0.0252938,,0.0252938,0.0252938,259.571,259.571,259.571,259.571,,259.571,259.571,1.98,1.98,1.98,1.98,,1.98,1.98,-5.75,-5.75,-5.75,-5.75,,-5.75,-5.75,236406.0,236406.0,236406.0,236406.0,,236406.0,236406.0,13.77,13.77,13.77,13.77,,13.77,13.77,,,,,,,,100000000.0,100000000.0,100000000.0,100000000.0,,100000000.0,100000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.1169587476464017
344,233020472.0,aeternity,524752782.0,Aeternity,42,AE,0.00021944,0.00021944,0.00021944,0.00021944,,0.00021944,0.00021944,2.25196,2.25196,2.25196,2.25196,,2.25196,2.25196,1.98,1.98,1.98,1.98,,1.98,1.98,-15.8,-15.8,-15.8,-15.8,,-15.8,-15.8,3749890.0,3749890.0,3749890.0,3749890.0,,3749890.0,3749890.0,4.59,4.59,4.59,4.59,,4.59,4.59,,,,,,,,273685830.0,273685830.0,273685830.0,273685830.0,,273685830.0,273685830.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.11609562642805381
345,513812714.0,0x,517424817.0,0x,43,ZRX,9.813e-05,9.813e-05,9.813e-05,9.813e-05,,9.813e-05,9.813e-05,1.00703,1.00703,1.00703,1.00703,,1.00703,1.00703,1.43,1.43,1.43,1.43,,1.43,1.43,-15.74,-15.74,-15.74,-15.74,,-15.74,-15.74,10324000.0,10324000.0,10324000.0,10324000.0,,10324000.0,10324000.0,4.45,4.45,4.45,4.45,,4.45,4.45,,,,,,,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,,1000000000.0,1000000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.11447439693428077
346,6830500.0,decred,510893365.0,Decred,44,DCR,0.00728847,0.00728847,0.00728847,0.00728847,,0.00728847,0.00728847,74.7959,74.7959,74.7959,74.7959,,74.7959,74.7959,0.85,0.85,0.85,0.85,,0.85,0.85,-16.74,-16.74,-16.74,-16.74,,-16.74,-16.74,930052.0,930052.0,930052.0,930052.0,,930052.0,930052.0,5.27,5.27,5.27,5.27,,5.27,5.27,21000000.0,21000000.0,21000000.0,21000000.0,,21000000.0,21000000.0,7250500.0,7250500.0,7250500.0,7250500.0,,7250500.0,7250500.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.11302938694589205
347,11000000.0,augur,509034900.0,Augur,45,REP,0.00450935,0.00450935,0.00450935,0.00450935,,0.00450935,0.00450935,46.2759,46.2759,46.2759,46.2759,,46.2759,46.2759,-1.13,-1.13,-1.13,-1.13,,-1.13,-1.13,-14.94,-14.94,-14.94,-14.94,,-14.94,-14.94,5100050.0,5100050.0,5100050.0,5100050.0,,5100050.0,5100050.0,8.02,8.02,8.02,8.02,,8.02,8.02,,,,,,,,11000000.0,11000000.0,11000000.0,11000000.0,,11000000.0,11000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.11261822255425742
348,184450000.0,revain,438053994.0,Revain,46,R,0.00023142,0.00023142,0.00023142,0.00023142,,0.00023142,0.00023142,2.37492,2.37492,2.37492,2.37492,,2.37492,2.37492,0.48,0.48,0.48,0.48,,0.48,0.48,-28.28,-28.28,-28.28,-28.28,,-28.28,-28.28,20203600.0,20203600.0,20203600.0,20203600.0,,20203600.0,20203600.0,5.17,5.17,5.17,5.17,,5.17,5.17,484450000.0,484450000.0,484450000.0,484450000.0,,484450000.0,484450000.0,484450000.0,484450000.0,484450000.0,484450000.0,,484450000.0,484450000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.0969144987643742
349,91043076.0,kucoin-shares,431835518.0,KuCoin Shares,47,KCS,0.0004622,0.0004622,0.0004622,0.0004622,,0.0004622,0.0004622,4.7432,4.7432,4.7432,4.7432,,4.7432,4.7432,2.12,2.12,2.12,2.12,,2.12,2.12,-12.02,-12.02,-12.02,-12.02,,-12.02,-12.02,1270550.0,1270550.0,1270550.0,1270550.0,,1270550.0,1270550.0,7.32,7.32,7.32,7.32,,7.32,7.32,,,,,,,,181043076.0,181043076.0,181043076.0,181043076.0,,181043076.0,181043076.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.09553873118121574
350,9796949.0,gas,426016429.0,Gas,48,GAS,0.00423735,0.00423735,0.00423735,0.00423735,,0.00423735,0.00423735,43.4846,43.4846,43.4846,43.4846,,43.4846,43.4846,1.29,1.29,1.29,1.29,,1.29,1.29,-8.28,-8.28,-8.28,-8.28,,-8.28,-8.28,6262620.0,6262620.0,6262620.0,6262620.0,,6262620.0,6262620.0,19.65,19.65,19.65,19.65,,19.65,19.65,100000000.0,100000000.0,100000000.0,100000000.0,,100000000.0,100000000.0,15727784.0,15727784.0,15727784.0,15727784.0,,15727784.0,15727784.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.09425132346110651
351,998999495.0,ardor,425722636.0,Ardor,49,ARDR,4.153e-05,4.153e-05,4.153e-05,4.153e-05,,4.153e-05,4.153e-05,0.426149,0.426149,0.426149,0.426149,,0.426149,0.426149,-0.34,-0.34,-0.34,-0.34,,-0.34,-0.34,-16.96,-16.96,-16.96,-16.96,,-16.96,-16.96,3598180.0,3598180.0,3598180.0,3598180.0,,3598180.0,3598180.0,1.9,1.9,1.9,1.9,,1.9,1.9,998999495.0,998999495.0,998999495.0,998999495.0,,998999495.0,998999495.0,998999495.0,998999495.0,998999495.0,998999495.0,,998999495.0,998999495.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.0941863250779723
352,3399850.0,zclassic,412442603.0,ZClassic,50,ZCL,0.0118212,0.0118212,0.0118212,0.0118212,,0.0118212,0.0118212,121.312,121.312,121.312,121.312,,121.312,121.312,-0.06,-0.06,-0.06,-0.06,,-0.06,-0.06,-37.8,-37.8,-37.8,-37.8,,-37.8,-37.8,19586000.0,19586000.0,19586000.0,19586000.0,,19586000.0,19586000.0,-7.3,-7.3,-7.3,-7.3,,-7.3,-7.3,21000000.0,21000000.0,21000000.0,21000000.0,,21000000.0,21000000.0,3399850.0,3399850.0,3399850.0,3399850.0,,3399850.0,3399850.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.09124826776221284
353,103730097.0,komodo,408305521.0,Komodo,51,KMD,0.00038356,0.00038356,0.00038356,0.00038356,,0.00038356,0.00038356,3.93623,3.93623,3.93623,3.93623,,3.93623,3.93623,-0.28,-0.28,-0.28,-0.28,,-0.28,-0.28,-22.28,-22.28,-22.28,-22.28,,-22.28,-22.28,1852840.0,1852840.0,1852840.0,1852840.0,,1852840.0,1852840.0,3.59,3.59,3.59,3.59,,3.59,3.59,,,,,,,,103730097.0,103730097.0,103730097.0,103730097.0,,103730097.0,103730097.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.0903329850941655
354,42671984.0,hshare,406133596.0,Hshare,52,HSR,0.00092744,0.00092744,0.00092744,0.00092744,,0.00092744,0.00092744,9.51757,9.51757,9.51757,9.51757,,9.51757,9.51757,-2.77,-2.77,-2.77,-2.77,,-2.77,-2.77,-26.61,-26.61,-26.61,-26.61,,-26.61,-26.61,76788200.0,76788200.0,76788200.0,76788200.0,,76788200.0,76788200.0,0.53,0.53,0.53,0.53,,0.53,0.53,84000000.0,84000000.0,84000000.0,84000000.0,,84000000.0,84000000.0,42671984.0,42671984.0,42671984.0,42671984.0,,42671984.0,42671984.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.08985247121776693
355,100885962.0,ark,387355687.0,Ark,53,ARK,0.00037414,0.00037414,0.00037414,0.00037414,,0.00037414,0.00037414,3.83954,3.83954,3.83954,3.83954,,3.83954,3.83954,0.52,0.52,0.52,0.52,,0.52,0.52,-18.31,-18.31,-18.31,-18.31,,-18.31,-18.31,1980200.0,1980200.0,1980200.0,1980200.0,,1980200.0,1980200.0,5.94,5.94,5.94,5.94,,5.94,5.94,,,,,,,,132135962.0,132135962.0,132135962.0,132135962.0,,132135962.0,132135962.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.08569807093034933
356,1000000000.0,basic-attention-token,365310000.0,Basic Attention Token,54,BAT,3.56e-05,3.56e-05,3.56e-05,3.56e-05,,3.56e-05,3.56e-05,0.36531,0.36531,0.36531,0.36531,,0.36531,0.36531,0.47,0.47,0.47,0.47,,0.47,0.47,-14.8,-14.8,-14.8,-14.8,,-14.8,-14.8,3226650.0,3226650.0,3226650.0,3226650.0,,3226650.0,3226650.0,3.02,3.02,3.02,3.02,,3.02,3.02,,,,,,,,1500000000.0,1500000000.0,1500000000.0,1500000000.0,,1500000000.0,1500000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.08082071166691278
357,561357157.0,loopring,360292496.0,Loopring,55,LRC,6.254e-05,6.254e-05,6.254e-05,6.254e-05,,6.254e-05,6.254e-05,0.641824,0.641824,0.641824,0.641824,,0.641824,0.641824,-0.08,-0.08,-0.08,-0.08,,-0.08,-0.08,-11.36,-11.36,-11.36,-11.36,,-11.36,-11.36,2298160.0,2298160.0,2298160.0,2298160.0,,2298160.0,2298160.0,3.44,3.44,3.44,3.44,,3.44,3.44,,,,,,,,1374956262.0,1374956262.0,1374956262.0,1374956262.0,,1374956262.0,1374956262.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.0797106455749044
358,6511228178.0,zilliqa,350780047.0,Zilliqa,56,ZIL,5.25e-06,5.25e-06,5.25e-06,5.25e-06,,5.25e-06,5.25e-06,0.0538731,0.0538731,0.0538731,0.0538731,,0.0538731,0.0538731,-1.18,-1.18,-1.18,-1.18,,-1.18,-1.18,-18.52,-18.52,-18.52,-18.52,,-18.52,-18.52,8370690.0,8370690.0,8370690.0,8370690.0,,8370690.0,8370690.0,7.23,7.23,7.23,7.23,,7.23,7.23,,,,,,,,12600000000.0,12600000000.0,12600000000.0,12600000000.0,,12600000000.0,12600000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07760612366782489
359,9897061855.0,digibyte,347252271.0,DigiByte,57,DGB,3.42e-06,3.42e-06,3.42e-06,3.42e-06,,3.42e-06,3.42e-06,0.0350864,0.0350864,0.0350864,0.0350864,,0.0350864,0.0350864,0.62,0.62,0.62,0.62,,0.62,0.62,-21.47,-21.47,-21.47,-21.47,,-21.47,-21.47,3777130.0,3777130.0,3777130.0,3777130.0,,3777130.0,3777130.0,7.78,7.78,7.78,7.78,,7.78,7.78,21000000000.0,21000000000.0,21000000000.0,21000000000.0,,21000000000.0,21000000000.0,9897061855.0,9897061855.0,9897061855.0,9897061855.0,,9897061855.0,9897061855.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07682564307073898
360,238421940.0,dragonchain,338735587.0,Dragonchain,58,DRGN,0.00013844,0.00013844,0.00013844,0.00013844,,0.00013844,0.00013844,1.42074,1.42074,1.42074,1.42074,,1.42074,1.42074,0.58,0.58,0.58,0.58,,0.58,0.58,-23.45,-23.45,-23.45,-23.45,,-23.45,-23.45,1555970.0,1555970.0,1555970.0,1555970.0,,1555970.0,1555970.0,7.29,7.29,7.29,7.29,,7.29,7.29,,,,,,,,433494437.0,433494437.0,433494437.0,433494437.0,,433494437.0,433494437.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07494142292367975
361,45136435.0,cryptonex,337877811.0,Cryptonex,59,CNX,0.00072944,0.00072944,0.00072944,0.00072944,,0.00072944,0.00072944,7.4857,7.4857,7.4857,7.4857,,7.4857,7.4857,3.31,3.31,3.31,3.31,,3.31,3.31,-5.54,-5.54,-5.54,-5.54,,-5.54,-5.54,573392.0,573392.0,573392.0,573392.0,,573392.0,573392.0,48.49,48.49,48.49,48.49,,48.49,48.49,210000000.0,210000000.0,210000000.0,210000000.0,,210000000.0,210000000.0,106574061.0,106574061.0,106574061.0,106574061.0,,106574061.0,106574061.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07475164967145342
362,531220390.0,syscoin,335355182.0,Syscoin,60,SYS,6.152e-05,6.152e-05,6.152e-05,6.152e-05,,6.152e-05,6.152e-05,0.631292,0.631292,0.631292,0.631292,,0.631292,0.631292,0.83,0.83,0.83,0.83,,0.83,0.83,-11.74,-11.74,-11.74,-11.74,,-11.74,-11.74,1854420.0,1854420.0,1854420.0,1854420.0,,1854420.0,1854420.0,14.13,14.13,14.13,14.13,,14.13,14.13,888000000.0,888000000.0,888000000.0,888000000.0,,888000000.0,888000000.0,531220390.0,531220390.0,531220390.0,531220390.0,,531220390.0,531220390.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07419354649592691
363,987000000.0,bytom,335194083.0,Bytom,61,BTM,3.309e-05,3.309e-05,3.309e-05,3.309e-05,,3.309e-05,3.309e-05,0.339609,0.339609,0.339609,0.339609,,0.339609,0.339609,-0.18,-0.18,-0.18,-0.18,,-0.18,-0.18,-11.3,-11.3,-11.3,-11.3,,-11.3,-11.3,8216390.0,8216390.0,8216390.0,8216390.0,,8216390.0,8216390.0,5.48,5.48,5.48,5.48,,5.48,5.48,,,,,,,,1407000000.0,1407000000.0,1407000000.0,1407000000.0,,1407000000.0,1407000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07415790516163868
364,834262000.0,golem-network-tokens,327743998.0,Golem,62,GNT,3.828e-05,3.828e-05,3.828e-05,3.828e-05,,3.828e-05,3.828e-05,0.392855,0.392855,0.392855,0.392855,,0.392855,0.392855,0.57,0.57,0.57,0.57,,0.57,0.57,-11.13,-11.13,-11.13,-11.13,,-11.13,-11.13,10900200.0,10900200.0,10900200.0,10900200.0,,10900200.0,10900200.0,25.94,25.94,25.94,25.94,,25.94,25.94,,,,,,,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,,1000000000.0,1000000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07250965799709627
365,57693200.0,monacoin,324733676.0,MonaCoin,63,MONA,0.00054848,0.00054848,0.00054848,0.00054848,,0.00054848,0.00054848,5.62863,5.62863,5.62863,5.62863,,5.62863,5.62863,1.33,1.33,1.33,1.33,,1.33,1.33,-8.85,-8.85,-8.85,-8.85,,-8.85,-8.85,3745480.0,3745480.0,3745480.0,3745480.0,,3745480.0,3745480.0,6.59,6.59,6.59,6.59,,6.59,6.59,,,,,,,,57693200.0,57693200.0,57693200.0,57693200.0,,57693200.0,57693200.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07184365825335379
366,10614760961.0,dent,323613279.0,Dent,64,DENT,2.97e-06,2.97e-06,2.97e-06,2.97e-06,,2.97e-06,2.97e-06,0.0304871,0.0304871,0.0304871,0.0304871,,0.0304871,0.0304871,-0.11,-0.11,-0.11,-0.11,,-0.11,-0.11,20.4,20.4,20.4,20.4,,20.4,20.4,8108400.0,8108400.0,8108400.0,8108400.0,,8108400.0,8108400.0,8.55,8.55,8.55,8.55,,8.55,8.55,,,,,,,,100000000000.0,100000000000.0,100000000000.0,100000000000.0,,100000000000.0,100000000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07159578307093482
367,96154303.0,aion,310797630.0,Aion,65,AION,0.00031497,0.00031497,0.00031497,0.00031497,,0.00031497,0.00031497,3.23228,3.23228,3.23228,3.23228,,3.23228,3.23228,0.4,0.4,0.4,0.4,,0.4,0.4,-14.07,-14.07,-14.07,-14.07,,-14.07,-14.07,4677730.0,4677730.0,4677730.0,4677730.0,,4677730.0,4677730.0,7.49,7.49,7.49,7.49,,7.49,7.49,,,,,,,,465934587.0,465934587.0,465934587.0,465934587.0,,465934587.0,465934587.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.06876046547039458
368,55655343.0,pivx,299868764.0,PIVX,66,PIVX,0.00052503,0.00052503,0.00052503,0.00052503,,0.00052503,0.00052503,5.38796,5.38796,5.38796,5.38796,,5.38796,5.38796,1.88,1.88,1.88,1.88,,1.88,1.88,-12.09,-12.09,-12.09,-12.09,,-12.09,-12.09,4405740.0,4405740.0,4405740.0,4405740.0,,4405740.0,4405740.0,-0.37,-0.37,-0.37,-0.37,,-0.37,-0.37,,,,,,,,55655343.0,55655343.0,55655343.0,55655343.0,,55655343.0,55655343.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.06634257729916376
369,239570250.0,polymath-network,298480574.0,Polymath,67,POLY,0.00012141,0.00012141,0.00012141,0.00012141,,0.00012141,0.00012141,1.2459,1.2459,1.2459,1.2459,,1.2459,1.2459,0.36,0.36,0.36,0.36,,0.36,0.36,-21.07,-21.07,-21.07,-21.07,,-21.07,-21.07,1543820.0,1543820.0,1543820.0,1543820.0,,1543820.0,1543820.0,3.39,3.39,3.39,3.39,,3.39,3.39,,,,,,,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,,1000000000.0,1000000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.06603545593996503
370,250000000.0,aelf,296165000.0,aelf,68,ELF,0.00011544,0.00011544,0.00011544,0.00011544,,0.00011544,0.00011544,1.18466,1.18466,1.18466,1.18466,,1.18466,1.18466,1.52,1.52,1.52,1.52,,1.52,1.52,-23.36,-23.36,-23.36,-23.36,,-23.36,-23.36,12582000.0,12582000.0,12582000.0,12582000.0,,12582000.0,12582000.0,-0.08,-0.08,-0.08,-0.08,,-0.08,-0.08,1000000000.0,1000000000.0,1000000000.0,1000000000.0,,1000000000.0,1000000000.0,280000000.0,280000000.0,280000000.0,280000000.0,,280000000.0,280000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.06552316134469689
371,28767715571.0,reddcoin,293850707.0,ReddCoin,69,RDD,1e-06,1e-06,1e-06,1e-06,,1e-06,1e-06,0.0102146,0.0102146,0.0102146,0.0102146,,0.0102146,0.0102146,-0.15,-0.15,-0.15,-0.15,,-0.15,-0.15,31.89,31.89,31.89,31.89,,31.89,31.89,32094300.0,32094300.0,32094300.0,32094300.0,,32094300.0,32094300.0,2.62,2.62,2.62,2.62,,2.62,2.62,,,,,,,,28767715571.0,28767715571.0,28767715571.0,28767715571.0,,28767715571.0,28767715571.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.06501115015621108
372,350000000.0,qash,292876500.0,QASH,70,QASH,8.154e-05,8.154e-05,8.154e-05,8.154e-05,,8.154e-05,8.154e-05,0.83679,0.83679,0.83679,0.83679,,0.83679,0.83679,0.38,0.38,0.38,0.38,,0.38,0.38,-18.34,-18.34,-18.34,-18.34,,-18.34,-18.34,2996100.0,2996100.0,2996100.0,2996100.0,,2996100.0,2996100.0,5.29,5.29,5.29,5.29,,5.29,5.29,,,,,,,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,,1000000000.0,1000000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.06479561786021347
373,35500000.0,nebulas-token,290970070.0,Nebulas,71,NAS,0.00079869,0.00079869,0.00079869,0.00079869,,0.00079869,0.00079869,8.19634,8.19634,8.19634,8.19634,,8.19634,8.19634,2.59,2.59,2.59,2.59,,2.59,2.59,-10.76,-10.76,-10.76,-10.76,,-10.76,-10.76,7256460.0,7256460.0,7256460.0,7256460.0,,7256460.0,7256460.0,8.07,8.07,8.07,8.07,,8.07,8.07,100000000.0,100000000.0,100000000.0,100000000.0,,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,,100000000.0,100000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.06437384175404842
374,8745102.0,factom,286347871.0,Factom,72,FCT,0.00319071,0.00319071,0.00319071,0.00319071,,0.00319071,0.00319071,32.7438,32.7438,32.7438,32.7438,,32.7438,32.7438,1.99,1.99,1.99,1.99,,1.99,1.99,-1.85,-1.85,-1.85,-1.85,,-1.85,-1.85,2992560.0,2992560.0,2992560.0,2992560.0,,2992560.0,2992560.0,17.18,17.18,17.18,17.18,,17.18,17.18,,,,,,,,8745102.0,8745102.0,8745102.0,8745102.0,,8745102.0,8745102.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.06335123242869162
375,645222.0,byteball,283976420.0,Byteball Bytes,73,GBYTE,0.0428876,0.0428876,0.0428876,0.0428876,,0.0428876,0.0428876,440.122,440.122,440.122,440.122,,440.122,440.122,0.77,0.77,0.77,0.77,,0.77,0.77,-29.46,-29.46,-29.46,-29.46,,-29.46,-29.46,701081.0,701081.0,701081.0,701081.0,,701081.0,701081.0,2.97,2.97,2.97,2.97,,2.97,2.97,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.06282657567825169
376,134132697.0,kyber-network,272867487.0,Kyber Network,74,KNC,0.00019823,0.00019823,0.00019823,0.00019823,,0.00019823,0.00019823,2.03431,2.03431,2.03431,2.03431,,2.03431,2.03431,1.26,1.26,1.26,1.26,,1.26,1.26,-22.14,-22.14,-22.14,-22.14,,-22.14,-22.14,2664790.0,2664790.0,2664790.0,2664790.0,,2664790.0,2664790.0,5.12,5.12,5.12,5.12,,5.12,5.12,,,,,,,,215625349.0,215625349.0,215625349.0,215625349.0,,215625349.0,215625349.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.06036884971695839
377,325226613094.0,dentacoin,268508393.0,Dentacoin,75,DCN,8e-08,8e-08,8e-08,8e-08,,8e-08,8e-08,0.000825604,0.000825604,0.000825604,0.000825604,,0.000825604,0.000825604,2.46,2.46,2.46,2.46,,2.46,2.46,-18.73,-18.73,-18.73,-18.73,,-18.73,-18.73,155088.0,155088.0,155088.0,155088.0,,155088.0,155088.0,4.58,4.58,4.58,4.58,,4.58,4.58,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0,,8000000000000.0,8000000000000.0,1963173416169.0,1963173416169.0,1963173416169.0,1963173416169.0,,1963173416169.0,1963173416169.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.05940444940132791
378,75807919.0,ethos,263546989.0,Ethos,76,ETHOS,0.00033877,0.00033877,0.00033877,0.00033877,,0.00033877,0.00033877,3.47651,3.47651,3.47651,3.47651,,3.47651,3.47651,1.84,1.84,1.84,1.84,,1.84,1.84,-16.13,-16.13,-16.13,-16.13,,-16.13,-16.13,1342260.0,1342260.0,1342260.0,1342260.0,,1342260.0,1342260.0,9.3,9.3,9.3,9.3,,9.3,9.3,,,,,,,,222295208.0,222295208.0,222295208.0,222295208.0,,222295208.0,222295208.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.05830679480072277
379,11771106.0,bitcore,249732251.0,Bitcore,77,BTX,0.00206736,0.00206736,0.00206736,0.00206736,,0.00206736,0.00206736,21.2157,21.2157,21.2157,21.2157,,21.2157,21.2157,1.16,1.16,1.16,1.16,,1.16,1.16,-21.94,-21.94,-21.94,-21.94,,-21.94,-21.94,1499270.0,1499270.0,1499270.0,1499270.0,,1499270.0,1499270.0,-2.84,-2.84,-2.84,-2.84,,-2.84,-2.84,21000000.0,21000000.0,21000000.0,21000000.0,,21000000.0,21000000.0,16825094.0,16825094.0,16825094.0,16825094.0,,16825094.0,16825094.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.055250440042703707
380,60000000.0,gxshares,244831800.0,GXShares,78,GXS,0.00039763,0.00039763,0.00039763,0.00039763,,0.00039763,0.00039763,4.08053,4.08053,4.08053,4.08053,,4.08053,4.08053,0.53,0.53,0.53,0.53,,0.53,0.53,-17.68,-17.68,-17.68,-17.68,,-17.68,-17.68,6909630.0,6909630.0,6909630.0,6909630.0,,6909630.0,6909630.0,4.14,4.14,4.14,4.14,,4.14,4.14,100000000.0,100000000.0,100000000.0,100000000.0,,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,,100000000.0,100000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.05416627060494171
381,6794109922.0,iostoken,241794899.0,IOStoken,79,IOST,3.47e-06,3.47e-06,3.47e-06,3.47e-06,,3.47e-06,3.47e-06,0.0355889,0.0355889,0.0355889,0.0355889,,0.0355889,0.0355889,2.35,2.35,2.35,2.35,,2.35,2.35,-25.78,-25.78,-25.78,-25.78,,-25.78,-25.78,32754500.0,32754500.0,32754500.0,32754500.0,,32754500.0,32754500.0,4.95,4.95,4.95,4.95,,4.95,4.95,,,,,,,,21000000000.0,21000000000.0,21000000000.0,21000000000.0,,21000000000.0,21000000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.05349439055763405
382,350000000.0,chainlink,240021950.0,ChainLink,80,LINK,6.683e-05,6.683e-05,6.683e-05,6.683e-05,,6.683e-05,6.683e-05,0.685777,0.685777,0.685777,0.685777,,0.685777,0.685777,-0.76,-0.76,-0.76,-0.76,,-0.76,-0.76,-15.02,-15.02,-15.02,-15.02,,-15.02,-15.02,4944390.0,4944390.0,4944390.0,4944390.0,,4944390.0,4944390.0,2.22,2.22,2.22,2.22,,2.22,2.22,,,,,,,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,,1000000000.0,1000000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.05310214561517658
383,54237689.0,salt,236591309.0,SALT,81,SALT,0.00042507,0.00042507,0.00042507,0.00042507,,0.00042507,0.00042507,4.36212,4.36212,4.36212,4.36212,,4.36212,4.36212,3.06,3.06,3.06,3.06,,3.06,3.06,-10.06,-10.06,-10.06,-10.06,,-10.06,-10.06,6129760.0,6129760.0,6129760.0,6129760.0,,6129760.0,6129760.0,3.66,3.66,3.66,3.66,,3.66,3.66,,,,,,,,120000000.0,120000000.0,120000000.0,120000000.0,,120000000.0,120000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.05234315503979214
